Subject,Nonword,ARPA,TrialNum,TestOrControl,Naturalness,Type,Hwi_ConstraintWeight,Hwi_Score,Albright2009,Task,TaskOrder,SubjectResponse,LogResponse
28,hethker,HH EH TH K ER,17,test,unnatural,UnnatTest,4.038,4,2.48E-09,line,2,39.06738,3.665287848
29,hethker,HH EH TH K ER,64,test,unnatural,UnnatTest,4.038,4,2.48E-09,line,2,75.65491,4.326182342
1,ishty,IH SH T IY,33,test,unnatural,UnnatTest,4.112,4,0.00000276,line,2,26.10274,3.26204029
2,ishty,IH SH T IY,74,test,unnatural,UnnatTest,4.112,4,0.00000276,line,1,11.06909,2.404156539
3,ishty,IH SH T IY,26,test,unnatural,UnnatTest,4.112,4,0.00000276,line,2,77.94566,4.356011917
4,ishty,IH SH T IY,78,test,unnatural,UnnatTest,4.112,4,0.00000276,line,1,205.1038,5.323516192
5,ishty,IH SH T IY,70,test,unnatural,UnnatTest,4.112,4,0.00000276,line,2,81.39038,4.399257084
6,ishty,IH SH T IY,11,test,unnatural,UnnatTest,4.112,4,0.00000276,line,1,32.55615,3.482966291
7,ishty,IH SH T IY,31,test,unnatural,UnnatTest,4.112,4,0.00000276,line,2,41.68092,3.73004347
8,ishty,IH SH T IY,43,test,unnatural,UnnatTest,4.112,4,0.00000276,line,2,39.08908,3.665843144
9,ishty,IH SH T IY,70,test,unnatural,UnnatTest,4.112,4,0.00000276,line,1,64.46447,4.166114219
10,ishty,IH SH T IY,57,test,unnatural,UnnatTest,4.112,4,0.00000276,line,1,15.43403,2.736574812
11,ishty,IH SH T IY,11,test,unnatural,UnnatTest,4.112,4,0.00000276,line,1,95.70341,4.56125393
12,ishty,IH SH T IY,17,test,unnatural,UnnatTest,4.112,4,0.00000276,line,2,186.3589,5.227674384
13,ishty,IH SH T IY,43,test,unnatural,UnnatTest,4.112,4,0.00000276,line,2,82.70288,4.415254426
14,ishty,IH SH T IY,80,test,unnatural,UnnatTest,4.112,4,0.00000276,line,2,23.50465,3.157198274
15,ishty,IH SH T IY,5,test,unnatural,UnnatTest,4.112,4,0.00000276,line,2,20.25,3.008154794
16,ishty,IH SH T IY,62,test,unnatural,UnnatTest,4.112,4,0.00000276,line,2,337.9335,5.822849131
17,ishty,IH SH T IY,61,test,unnatural,UnnatTest,4.112,4,0.00000276,line,2,67.92725,4.21843728
18,ishty,IH SH T IY,6,test,unnatural,UnnatTest,4.112,4,0.00000276,line,2,120.4595,4.791313597
19,ishty,IH SH T IY,52,test,unnatural,UnnatTest,4.112,4,0.00000276,line,1,8.4646,2.135892761
20,ishty,IH SH T IY,49,test,unnatural,UnnatTest,4.112,4,0.00000276,line,2,104.1797,4.646117293
21,ishty,IH SH T IY,9,test,unnatural,UnnatTest,4.112,4,0.00000276,line,2,29.30054,3.377605946
22,ishty,IH SH T IY,52,test,unnatural,UnnatTest,4.112,4,0.00000276,line,2,13.67358,2.615465504
23,ishty,IH SH T IY,79,test,unnatural,UnnatTest,4.112,4,0.00000276,line,2,82.81814,4.41664712
24,ishty,IH SH T IY,48,test,unnatural,UnnatTest,4.112,4,0.00000276,line,2,110.0398,4.700842119
25,ishty,IH SH T IY,37,test,unnatural,UnnatTest,4.112,4,0.00000276,line,2,33.21366,3.502961237
26,ishty,IH SH T IY,38,test,unnatural,UnnatTest,4.112,4,0.00000276,line,1,106.1331,4.664693967
27,ishty,IH SH T IY,57,test,unnatural,UnnatTest,4.112,4,0.00000276,line,2,193.7032,5.266327091
28,ishty,IH SH T IY,1,test,unnatural,UnnatTest,4.112,4,0.00000276,line,2,84.03524,4.431236235
29,ishty,IH SH T IY,38,test,unnatural,UnnatTest,4.112,4,0.00000276,line,2,9.549805,2.256520735
1,luhallem,L UW HH AE L AH M,11,test,unnatural,UnnatTest,3.783,4,8.41E-10,line,2,125.0186,4.828462526
2,luhallem,L UW HH AE L AH M,23,test,unnatural,UnnatTest,3.783,4,8.41E-10,line,1,18.88257,2.938239274
3,luhallem,L UW HH AE L AH M,48,test,unnatural,UnnatTest,3.783,4,8.41E-10,line,2,93.37906,4.536667123
4,luhallem,L UW HH AE L AH M,40,test,unnatural,UnnatTest,3.783,4,8.41E-10,line,1,24.09155,3.181861157
5,luhallem,L UW HH AE L AH M,14,test,unnatural,UnnatTest,3.783,4,8.41E-10,line,2,235.0554,5.459821231
6,luhallem,L UW HH AE L AH M,25,test,unnatural,UnnatTest,3.783,4,8.41E-10,line,1,49.48963,3.901763153
7,luhallem,L UW HH AE L AH M,64,test,unnatural,UnnatTest,3.783,4,8.41E-10,line,2,18.2521,2.904280142
8,luhallem,L UW HH AE L AH M,36,test,unnatural,UnnatTest,3.783,4,8.41E-10,line,2,56.00036,4.025358119
9,luhallem,L UW HH AE L AH M,71,test,unnatural,UnnatTest,3.783,4,8.41E-10,line,1,39.71851,3.681817326
10,luhallem,L UW HH AE L AH M,76,test,unnatural,UnnatTest,3.783,4,8.41E-10,line,1,64.82291,4.17165909
11,luhallem,L UW HH AE L AH M,15,test,unnatural,UnnatTest,3.783,4,8.41E-10,line,1,118.852,4.777879022
12,luhallem,L UW HH AE L AH M,41,test,unnatural,UnnatTest,3.783,4,8.41E-10,line,2,291.0549,5.673511909
13,luhallem,L UW HH AE L AH M,22,test,unnatural,UnnatTest,3.783,4,8.41E-10,line,2,37.77075,3.631534994
14,luhallem,L UW HH AE L AH M,73,test,unnatural,UnnatTest,3.783,4,8.41E-10,line,2,50.35352,3.919068527
15,luhallem,L UW HH AE L AH M,17,test,unnatural,UnnatTest,3.783,4,8.41E-10,line,2,58.5,4.069026754
16,luhallem,L UW HH AE L AH M,61,test,unnatural,UnnatTest,3.783,4,8.41E-10,line,2,22.14776,3.097736363
17,luhallem,L UW HH AE L AH M,53,test,unnatural,UnnatTest,3.783,4,8.41E-10,line,2,82.58647,4.413845866
18,luhallem,L UW HH AE L AH M,73,test,unnatural,UnnatTest,3.783,4,8.41E-10,line,2,404.999,6.003884598
19,luhallem,L UW HH AE L AH M,20,test,unnatural,UnnatTest,3.783,4,8.41E-10,line,1,59.25577,4.081863159
20,luhallem,L UW HH AE L AH M,41,test,unnatural,UnnatTest,3.783,4,8.41E-10,line,2,153.6749,5.034839332
21,luhallem,L UW HH AE L AH M,11,test,unnatural,UnnatTest,3.783,4,8.41E-10,line,2,179.71,5.191344441
22,luhallem,L UW HH AE L AH M,27,test,unnatural,UnnatTest,3.783,4,8.41E-10,line,2,22.78931,3.126291566
23,luhallem,L UW HH AE L AH M,69,test,unnatural,UnnatTest,3.783,4,8.41E-10,line,2,85.29712,4.446140691
24,luhallem,L UW HH AE L AH M,21,test,unnatural,UnnatTest,3.783,4,8.41E-10,line,2,31.90503,3.462763678
25,luhallem,L UW HH AE L AH M,57,test,unnatural,UnnatTest,3.783,4,8.41E-10,line,2,36.46289,3.596295031
26,luhallem,L UW HH AE L AH M,14,test,unnatural,UnnatTest,3.783,4,8.41E-10,line,1,448.6238,6.106184675
27,luhallem,L UW HH AE L AH M,33,test,unnatural,UnnatTest,3.783,4,8.41E-10,line,2,40.92928,3.711845699
28,luhallem,L UW HH AE L AH M,64,test,unnatural,UnnatTest,3.783,4,8.41E-10,line,2,337.2918,5.820948431
29,luhallem,L UW HH AE L AH M,77,test,unnatural,UnnatTest,3.783,4,8.41E-10,line,2,57.38427,4.049770224
1,metchter,M EH CH T ER,70,test,unnatural,UnnatTest,4.112,4,8.13E-08,line,2,120.9088,4.795036542
2,metchter,M EH CH T ER,10,test,unnatural,UnnatTest,4.112,4,8.13E-08,line,1,157.5718,5.059881227
3,metchter,M EH CH T ER,57,test,unnatural,UnnatTest,4.112,4,8.13E-08,line,2,139.6971,4.939476507
4,metchter,M EH CH T ER,27,test,unnatural,UnnatTest,4.112,4,8.13E-08,line,1,135.4336,4.908481483
5,metchter,M EH CH T ER,27,test,unnatural,UnnatTest,4.112,4,8.13E-08,line,2,68.36792,4.224903709
6,metchter,M EH CH T ER,53,test,unnatural,UnnatTest,4.112,4,8.13E-08,line,1,123.0623,4.812690731
7,metchter,M EH CH T ER,65,test,unnatural,UnnatTest,4.112,4,8.13E-08,line,2,109.3887,4.694907594
8,metchter,M EH CH T ER,60,test,unnatural,UnnatTest,4.112,4,8.13E-08,line,2,39.71851,3.681817326
9,metchter,M EH CH T ER,27,test,unnatural,UnnatTest,4.112,4,8.13E-08,line,1,490.2995,6.195016429
10,metchter,M EH CH T ER,75,test,unnatural,UnnatTest,4.112,4,8.13E-08,line,1,51.70399,3.945534955
11,metchter,M EH CH T ER,68,test,unnatural,UnnatTest,4.112,4,8.13E-08,line,1,111.2214,4.711522809
12,metchter,M EH CH T ER,28,test,unnatural,UnnatTest,4.112,4,8.13E-08,line,2,171.9076,5.146957123
13,metchter,M EH CH T ER,44,test,unnatural,UnnatTest,4.112,4,8.13E-08,line,2,194.7555,5.271744926
14,metchter,M EH CH T ER,1,test,unnatural,UnnatTest,4.112,4,8.13E-08,line,2,236.147,5.464454492
15,metchter,M EH CH T ER,38,test,unnatural,UnnatTest,4.112,4,8.13E-08,line,2,46.5,3.839452313
16,metchter,M EH CH T ER,72,test,unnatural,UnnatTest,4.112,4,8.13E-08,line,2,141.5096,4.952367559
17,metchter,M EH CH T ER,57,test,unnatural,UnnatTest,4.112,4,8.13E-08,line,2,118.8445,4.777815916
18,metchter,M EH CH T ER,2,test,unnatural,UnnatTest,4.112,4,8.13E-08,line,2,212.2661,5.357840676
19,metchter,M EH CH T ER,10,test,unnatural,UnnatTest,4.112,4,8.13E-08,line,1,15.62695,2.748996988
20,metchter,M EH CH T ER,32,test,unnatural,UnnatTest,4.112,4,8.13E-08,line,2,310.804,5.739162488
21,metchter,M EH CH T ER,47,test,unnatural,UnnatTest,4.112,4,8.13E-08,line,2,311.8879,5.742643828
22,metchter,M EH CH T ER,9,test,unnatural,UnnatTest,4.112,4,8.13E-08,line,2,162.1349,5.088428705
23,metchter,M EH CH T ER,3,test,unnatural,UnnatTest,4.112,4,8.13E-08,line,2,78.13747,4.358469711
24,metchter,M EH CH T ER,27,test,unnatural,UnnatTest,4.112,4,8.13E-08,line,2,42.323,3.745330674
25,metchter,M EH CH T ER,35,test,unnatural,UnnatTest,4.112,4,8.13E-08,line,2,87.92331,4.476464957
26,metchter,M EH CH T ER,15,test,unnatural,UnnatTest,4.112,4,8.13E-08,line,1,306.6797,5.72580388
27,metchter,M EH CH T ER,9,test,unnatural,UnnatTest,4.112,4,8.13E-08,line,2,226.892,5.424474133
28,metchter,M EH CH T ER,44,test,unnatural,UnnatTest,4.112,4,8.13E-08,line,2,149.7809,5.00917356
29,metchter,M EH CH T ER,74,test,unnatural,UnnatTest,4.112,4,8.13E-08,line,2,25.31112,3.231243825
1,muthpy,M AH TH P IY,23,test,unnatural,UnnatTest,4.038,4,3.63E-09,line,2,90.30576,4.503201246
2,muthpy,M AH TH P IY,9,test,unnatural,UnnatTest,4.038,4,3.63E-09,line,1,14.32471,2.661986018
3,muthpy,M AH TH P IY,27,test,unnatural,UnnatTest,4.038,4,3.63E-09,line,2,221.4837,5.400348998
4,muthpy,M AH TH P IY,46,test,unnatural,UnnatTest,4.038,4,3.63E-09,line,1,107.4353,4.676888806
5,muthpy,M AH TH P IY,26,test,unnatural,UnnatTest,4.038,4,3.63E-09,line,2,153.0139,5.030528767
6,muthpy,M AH TH P IY,49,test,unnatural,UnnatTest,4.038,4,3.63E-09,line,1,41.67696,3.729948458
7,muthpy,M AH TH P IY,24,test,unnatural,UnnatTest,4.038,4,3.63E-09,line,2,110.2568,4.70281219
8,muthpy,M AH TH P IY,4,test,unnatural,UnnatTest,4.038,4,3.63E-09,line,2,76.19252,4.333263295
9,muthpy,M AH TH P IY,75,test,unnatural,UnnatTest,4.038,4,3.63E-09,line,1,539.7845,6.291169986
10,muthpy,M AH TH P IY,13,test,unnatural,UnnatTest,4.038,4,3.63E-09,line,1,70.99653,4.262631003
11,muthpy,M AH TH P IY,8,test,unnatural,UnnatTest,4.038,4,3.63E-09,line,1,29.3348,3.378774525
12,muthpy,M AH TH P IY,75,test,unnatural,UnnatTest,4.038,4,3.63E-09,line,2,143.2471,4.964571111
13,muthpy,M AH TH P IY,55,test,unnatural,UnnatTest,4.038,4,3.63E-09,line,2,141.2952,4.950851319
14,muthpy,M AH TH P IY,48,test,unnatural,UnnatTest,4.038,4,3.63E-09,line,2,43.48627,3.772445256
15,muthpy,M AH TH P IY,42,test,unnatural,UnnatTest,4.038,4,3.63E-09,line,2,51.75,3.946424432
16,muthpy,M AH TH P IY,47,test,unnatural,UnnatTest,4.038,4,3.63E-09,line,2,308.6763,5.732293155
17,muthpy,M AH TH P IY,15,test,unnatural,UnnatTest,4.038,4,3.63E-09,line,2,105.7259,4.660849896
18,muthpy,M AH TH P IY,23,test,unnatural,UnnatTest,4.038,4,3.63E-09,line,2,93.76172,4.54075667
19,muthpy,M AH TH P IY,65,test,unnatural,UnnatTest,4.038,4,3.63E-09,line,1,57.33212,4.048861025
20,muthpy,M AH TH P IY,79,test,unnatural,UnnatTest,4.038,4,3.63E-09,line,2,169.292,5.131625035
21,muthpy,M AH TH P IY,72,test,unnatural,UnnatTest,4.038,4,3.63E-09,line,2,287.2346,5.660299303
22,muthpy,M AH TH P IY,44,test,unnatural,UnnatTest,4.038,4,3.63E-09,line,2,110.7215,4.707018039
23,muthpy,M AH TH P IY,59,test,unnatural,UnnatTest,4.038,4,3.63E-09,line,2,102.9289,4.634038459
24,muthpy,M AH TH P IY,3,test,unnatural,UnnatTest,4.038,4,3.63E-09,line,2,224.6375,5.414487992
25,muthpy,M AH TH P IY,9,test,unnatural,UnnatTest,4.038,4,3.63E-09,line,2,34.50952,3.541235228
26,muthpy,M AH TH P IY,78,test,unnatural,UnnatTest,4.038,4,3.63E-09,line,1,10.41797,2.3435322
27,muthpy,M AH TH P IY,29,test,unnatural,UnnatTest,4.038,4,3.63E-09,line,2,218.4037,5.386345185
28,muthpy,M AH TH P IY,80,test,unnatural,UnnatTest,4.038,4,3.63E-09,line,2,358.7694,5.882679842
29,muthpy,M AH TH P IY,36,test,unnatural,UnnatTest,4.038,4,3.63E-09,line,2,14.7843,2.693565807
1,noiran,N OY R AH N,20,test,unnatural,UnnatTest,4.012,4,0.000000424,line,2,115.4658,4.748974382
2,noiran,N OY R AH N,78,test,unnatural,UnnatTest,4.012,4,0.000000424,line,1,33.8584,3.522187122
3,noiran,N OY R AH N,9,test,unnatural,UnnatTest,4.012,4,0.000000424,line,2,158.2063,5.063899878
4,noiran,N OY R AH N,20,test,unnatural,UnnatTest,4.012,4,0.000000424,line,1,152.3628,5.026264519
5,noiran,N OY R AH N,75,test,unnatural,UnnatTest,4.012,4,0.000000424,line,2,82.69263,4.415130481
6,noiran,N OY R AH N,48,test,unnatural,UnnatTest,4.012,4,0.000000424,line,1,87.90402,4.476245537
7,noiran,N OY R AH N,18,test,unnatural,UnnatTest,4.012,4,0.000000424,line,2,44.28488,3.79064331
8,noiran,N OY R AH N,28,test,unnatural,UnnatTest,4.012,4,0.000000424,line,2,27.34717,3.30861305
9,noiran,N OY R AH N,53,test,unnatural,UnnatTest,4.012,4,0.000000424,line,1,84.65601,4.438596104
10,noiran,N OY R AH N,64,test,unnatural,UnnatTest,4.012,4,0.000000424,line,1,24.7065,3.207066367
11,noiran,N OY R AH N,36,test,unnatural,UnnatTest,4.012,4,0.000000424,line,1,35.70735,3.57535655
12,noiran,N OY R AH N,24,test,unnatural,UnnatTest,4.012,4,0.000000424,line,2,139.0327,4.934709157
13,noiran,N OY R AH N,46,test,unnatural,UnnatTest,4.012,4,0.000000424,line,2,183.0073,5.209526043
14,noiran,N OY R AH N,45,test,unnatural,UnnatTest,4.012,4,0.000000424,line,2,18.41654,2.913249174
15,noiran,N OY R AH N,14,test,unnatural,UnnatTest,4.012,4,0.000000424,line,2,47.25,3.855452654
16,noiran,N OY R AH N,68,test,unnatural,UnnatTest,4.012,4,0.000000424,line,2,13.02246,2.566675559
17,noiran,N OY R AH N,68,test,unnatural,UnnatTest,4.012,4,0.000000424,line,2,42.44358,3.748175665
18,noiran,N OY R AH N,54,test,unnatural,UnnatTest,4.012,4,0.000000424,line,2,167.3386,5.120019305
19,noiran,N OY R AH N,39,test,unnatural,UnnatTest,4.012,4,0.000000424,line,1,55.37992,4.014217073
20,noiran,N OY R AH N,54,test,unnatural,UnnatTest,4.012,4,0.000000424,line,2,138.9063,4.933799605
21,noiran,N OY R AH N,29,test,unnatural,UnnatTest,4.012,4,0.000000424,line,2,314.4951,5.750968496
22,noiran,N OY R AH N,51,test,unnatural,UnnatTest,4.012,4,0.000000424,line,2,81.40079,4.399384978
23,noiran,N OY R AH N,7,test,unnatural,UnnatTest,4.012,4,0.000000424,line,2,37.76514,3.631386455
24,noiran,N OY R AH N,68,test,unnatural,UnnatTest,4.012,4,0.000000424,line,2,27.34717,3.30861305
25,noiran,N OY R AH N,59,test,unnatural,UnnatTest,4.012,4,0.000000424,line,2,121.7617,4.802065856
26,noiran,N OY R AH N,9,test,unnatural,UnnatTest,4.012,4,0.000000424,line,1,259.1478,5.557398555
27,noiran,N OY R AH N,35,test,unnatural,UnnatTest,4.012,4,0.000000424,line,2,206.816,5.331829509
28,noiran,N OY R AH N,67,test,unnatural,UnnatTest,4.012,4,0.000000424,line,2,285.8438,5.655445508
29,noiran,N OY R AH N,70,test,unnatural,UnnatTest,4.012,4,0.000000424,line,2,8.681641,2.161210566
1,oid,OY D,22,test,unnatural,UnnatTest,3.514,4,0.0000419,line,2,110.2568,4.70281219
2,oid,OY D,3,test,unnatural,UnnatTest,3.514,4,0.0000419,line,1,48.18311,3.875008545
3,oid,OY D,17,test,unnatural,UnnatTest,3.514,4,0.0000419,line,2,106.4976,4.66812245
4,oid,OY D,53,test,unnatural,UnnatTest,3.514,4,0.0000419,line,1,136.7358,4.918050597
5,oid,OY D,12,test,unnatural,UnnatTest,3.514,4,0.0000419,line,2,56.64771,4.036851563
6,oid,OY D,61,test,unnatural,UnnatTest,3.514,4,0.0000419,line,1,128.9224,4.859210673
7,oid,OY D,57,test,unnatural,UnnatTest,3.514,4,0.0000419,line,2,64.24414,4.162690513
8,oid,OY D,50,test,unnatural,UnnatTest,3.514,4,0.0000419,line,2,48.1875,3.875099651
9,oid,OY D,33,test,unnatural,UnnatTest,3.514,4,0.0000419,line,1,100.9325,4.614451977
10,oid,OY D,25,test,unnatural,UnnatTest,3.514,4,0.0000419,line,1,108.0382,4.682484868
11,oid,OY D,64,test,unnatural,UnnatTest,3.514,4,0.0000419,line,1,171.3455,5.143681986
12,oid,OY D,15,test,unnatural,UnnatTest,3.514,4,0.0000419,line,2,193.4109,5.264816941
13,oid,OY D,14,test,unnatural,UnnatTest,3.514,4,0.0000419,line,2,137.3885,4.922812679
14,oid,OY D,32,test,unnatural,UnnatTest,3.514,4,0.0000419,line,2,39.06738,3.665287848
15,oid,OY D,61,test,unnatural,UnnatTest,3.514,4,0.0000419,line,2,21.76293,3.080208064
16,oid,OY D,1,test,unnatural,UnnatTest,3.514,4,0.0000419,line,2,53.39209,3.977662608
17,oid,OY D,7,test,unnatural,UnnatTest,3.514,4,0.0000419,line,2,57.11111,4.044998669
18,oid,OY D,31,test,unnatural,UnnatTest,3.514,4,0.0000419,line,2,13.67358,2.615465504
19,oid,OY D,69,test,unnatural,UnnatTest,3.514,4,0.0000419,line,1,26.04492,3.25982274
20,oid,OY D,22,test,unnatural,UnnatTest,3.514,4,0.0000419,line,2,147.5879,4.99442393
21,oid,OY D,79,test,unnatural,UnnatTest,3.514,4,0.0000419,line,2,20.19531,3.005450399
22,oid,OY D,37,test,unnatural,UnnatTest,3.514,4,0.0000419,line,2,126.3195,4.838814412
23,oid,OY D,78,test,unnatural,UnnatTest,3.514,4,0.0000419,line,2,266.9803,5.587174873
24,oid,OY D,13,test,unnatural,UnnatTest,3.514,4,0.0000419,line,2,93.1106,4.533788034
25,oid,OY D,20,test,unnatural,UnnatTest,3.514,4,0.0000419,line,2,56.65144,4.036917406
26,oid,OY D,64,test,unnatural,UnnatTest,3.514,4,0.0000419,line,1,110.0417,4.700859385
27,oid,OY D,23,test,unnatural,UnnatTest,3.514,4,0.0000419,line,2,67.97984,4.219211191
28,oid,OY D,22,test,unnatural,UnnatTest,3.514,4,0.0000419,line,2,33.20728,3.502769129
29,oid,OY D,67,test,unnatural,UnnatTest,3.514,4,0.0000419,line,2,21.98016,3.090140228
1,ooker,UH K ER,62,test,unnatural,UnnatTest,5.223,5,0.00000564,line,2,94.08672,4.54421691
2,ooker,UH K ER,58,test,unnatural,UnnatTest,5.223,5,0.00000564,line,1,246.1245,5.505837505
3,ooker,UH K ER,75,test,unnatural,UnnatTest,5.223,5,0.00000564,line,2,167.4663,5.120782137
4,ooker,UH K ER,41,test,unnatural,UnnatTest,5.223,5,0.00000564,line,1,350.9553,5.860658865
5,ooker,UH K ER,48,test,unnatural,UnnatTest,5.223,5,0.00000564,line,2,71.62354,4.271423791
6,ooker,UH K ER,35,test,unnatural,UnnatTest,5.223,5,0.00000564,line,1,91.82913,4.519929568
7,ooker,UH K ER,19,test,unnatural,UnnatTest,5.223,5,0.00000564,line,2,103.3115,4.637748696
8,ooker,UH K ER,16,test,unnatural,UnnatTest,5.223,5,0.00000564,line,2,35.16064,3.559927275
9,ooker,UH K ER,65,test,unnatural,UnnatTest,5.223,5,0.00000564,line,1,554.1061,6.317356185
10,ooker,UH K ER,21,test,unnatural,UnnatTest,5.223,5,0.00000564,line,1,155.112,5.044147437
11,ooker,UH K ER,7,test,unnatural,UnnatTest,5.223,5,0.00000564,line,1,168.238,5.125379644
12,ooker,UH K ER,48,test,unnatural,UnnatTest,5.223,5,0.00000564,line,2,312.0211,5.743070814
13,ooker,UH K ER,28,test,unnatural,UnnatTest,5.223,5,0.00000564,line,2,104.8328,4.6523667
14,ooker,UH K ER,36,test,unnatural,UnnatTest,5.223,5,0.00000564,line,2,10.41797,2.3435322
15,ooker,UH K ER,31,test,unnatural,UnnatTest,5.223,5,0.00000564,line,2,31.5,3.449987546
16,ooker,UH K ER,9,test,unnatural,UnnatTest,5.223,5,0.00000564,line,2,216.8279,5.379103951
17,ooker,UH K ER,63,test,unnatural,UnnatTest,5.223,5,0.00000564,line,2,121.9288,4.803437268
18,ooker,UH K ER,5,test,unnatural,UnnatTest,5.223,5,0.00000564,line,2,42.97412,3.760598074
19,ooker,UH K ER,31,test,unnatural,UnnatTest,5.223,5,0.00000564,line,1,128.2729,4.854160026
20,ooker,UH K ER,11,test,unnatural,UnnatTest,5.223,5,0.00000564,line,2,153.665,5.034774908
21,ooker,UH K ER,26,test,unnatural,UnnatTest,5.223,5,0.00000564,line,2,58.60107,4.070752956
22,ooker,UH K ER,19,test,unnatural,UnnatTest,5.223,5,0.00000564,line,2,151.0956,5.017912749
23,ooker,UH K ER,37,test,unnatural,UnnatTest,5.223,5,0.00000564,line,2,344.4447,5.841933555
24,ooker,UH K ER,67,test,unnatural,UnnatTest,5.223,5,0.00000564,line,2,264.3568,5.577299706
25,ooker,UH K ER,2,test,unnatural,UnnatTest,5.223,5,0.00000564,line,2,57.94995,4.059579707
26,ooker,UH K ER,13,test,unnatural,UnnatTest,5.223,5,0.00000564,line,1,139.3403,4.936919143
27,ooker,UH K ER,58,test,unnatural,UnnatTest,5.223,5,0.00000564,line,2,97.24662,4.577250226
28,ooker,UH K ER,33,test,unnatural,UnnatTest,5.223,5,0.00000564,line,2,84.00497,4.430875964
29,ooker,UH K ER,76,test,unnatural,UnnatTest,5.223,5,0.00000564,line,2,34.03602,3.527419376
1,ouzie,AW Z IY,78,test,unnatural,UnnatTest,3.514,4,0.000000999,line,2,100.2946,4.608111855
2,ouzie,AW Z IY,42,test,unnatural,UnnatTest,3.514,4,0.000000999,line,1,118.5044,4.774950091
3,ouzie,AW Z IY,42,test,unnatural,UnnatTest,3.514,4,0.000000999,line,2,105.7681,4.661248962
4,ouzie,AW Z IY,19,test,unnatural,UnnatTest,3.514,4,0.000000999,line,1,93.1106,4.533788034
5,ouzie,AW Z IY,54,test,unnatural,UnnatTest,3.514,4,0.000000999,line,2,44.27637,3.790451126
6,ouzie,AW Z IY,55,test,unnatural,UnnatTest,3.514,4,0.000000999,line,1,87.91125,4.476327783
7,ouzie,AW Z IY,25,test,unnatural,UnnatTest,3.514,4,0.000000999,line,2,92.93006,4.531847167
8,ouzie,AW Z IY,27,test,unnatural,UnnatTest,3.514,4,0.000000999,line,2,97.67063,4.5816009
9,ouzie,AW Z IY,57,test,unnatural,UnnatTest,3.514,4,0.000000999,line,1,128.9635,4.859529419
10,ouzie,AW Z IY,9,test,unnatural,UnnatTest,3.514,4,0.000000999,line,1,85.65885,4.450372547
11,ouzie,AW Z IY,38,test,unnatural,UnnatTest,3.514,4,0.000000999,line,1,91.8357,4.520001111
12,ouzie,AW Z IY,37,test,unnatural,UnnatTest,3.514,4,0.000000999,line,2,97.01733,4.574889622
13,ouzie,AW Z IY,70,test,unnatural,UnnatTest,3.514,4,0.000000999,line,2,67.71992,4.215380376
14,ouzie,AW Z IY,6,test,unnatural,UnnatTest,3.514,4,0.000000999,line,2,28.64942,3.355133199
15,ouzie,AW Z IY,63,test,unnatural,UnnatTest,3.514,4,0.000000999,line,2,22.5,3.113515309
16,ouzie,AW Z IY,59,test,unnatural,UnnatTest,3.514,4,0.000000999,line,2,204.462,5.320382139
17,ouzie,AW Z IY,27,test,unnatural,UnnatTest,3.514,4,0.000000999,line,2,101.0958,4.616068582
18,ouzie,AW Z IY,11,test,unnatural,UnnatTest,3.514,4,0.000000999,line,2,48.18311,3.875008545
19,ouzie,AW Z IY,28,test,unnatural,UnnatTest,3.514,4,0.000000999,line,1,12.37134,2.515382507
20,ouzie,AW Z IY,25,test,unnatural,UnnatTest,3.514,4,0.000000999,line,2,191.8662,5.256798254
21,ouzie,AW Z IY,36,test,unnatural,UnnatTest,3.514,4,0.000000999,line,2,93.76398,4.540780774
22,ouzie,AW Z IY,30,test,unnatural,UnnatTest,3.514,4,0.000000999,line,2,53.39209,3.977662608
23,ouzie,AW Z IY,8,test,unnatural,UnnatTest,3.514,4,0.000000999,line,2,91.82913,4.519929568
24,ouzie,AW Z IY,61,test,unnatural,UnnatTest,3.514,4,0.000000999,line,2,139.3403,4.936919143
25,ouzie,AW Z IY,54,test,unnatural,UnnatTest,3.514,4,0.000000999,line,2,26.69604,3.28451524
26,ouzie,AW Z IY,11,test,unnatural,UnnatTest,3.514,4,0.000000999,line,1,177.1067,5.176752376
27,ouzie,AW Z IY,17,test,unnatural,UnnatTest,3.514,4,0.000000999,line,2,107.2665,4.675316392
28,ouzie,AW Z IY,45,test,unnatural,UnnatTest,3.514,4,0.000000999,line,2,42.97905,3.760712788
29,ouzie,AW Z IY,15,test,unnatural,UnnatTest,3.514,4,0.000000999,line,2,32.16897,3.471002323
1,potho,P AA TH OW,42,test,unnatural,UnnatTest,3.649,4,4.08E-08,line,2,135.8337,4.911431343
2,potho,P AA TH OW,31,test,unnatural,UnnatTest,3.649,4,4.08E-08,line,1,34.50952,3.541235228
3,potho,P AA TH OW,51,test,unnatural,UnnatTest,3.649,4,4.08E-08,line,2,113.4427,4.731297864
4,potho,P AA TH OW,76,test,unnatural,UnnatTest,3.649,4,4.08E-08,line,1,218.7773,5.388054317
5,potho,P AA TH OW,64,test,unnatural,UnnatTest,3.649,4,4.08E-08,line,2,152.3628,5.026264519
6,potho,P AA TH OW,6,test,unnatural,UnnatTest,3.649,4,4.08E-08,line,1,85.94824,4.453745255
7,potho,P AA TH OW,4,test,unnatural,UnnatTest,3.649,4,4.08E-08,line,2,71.19475,4.26541908
8,potho,P AA TH OW,29,test,unnatural,UnnatTest,3.649,4,4.08E-08,line,2,18.88257,2.938239274
