Subject,Nonword,ARPA,TrialNum,TestOrControl,Naturalness,Type,Hwi_ConstraintWeight,Hwi_Score,Albright2009,Task,TaskOrder,SubjectResponse,LogResponse
1,sadect,S AH D EH K T,45,control,natural,NatCon,3.032,0,0.00000023,line,2,234.9246,5.459264612
2,sadect,S AH D EH K T,52,control,natural,NatCon,3.032,0,0.00000023,line,1,102.2263,4.627188983
3,sadect,S AH D EH K T,44,control,natural,NatCon,3.032,0,0.00000023,line,2,138.9148,4.933860796
4,sadect,S AH D EH K T,16,control,natural,NatCon,3.032,0,0.00000023,line,1,276.0762,5.620676915
5,sadect,S AH D EH K T,36,control,natural,NatCon,3.032,0,0.00000023,line,2,197.2946,5.284698043
6,sadect,S AH D EH K T,62,control,natural,NatCon,3.032,0,0.00000023,line,1,181.0227,5.198622438
7,sadect,S AH D EH K T,36,control,natural,NatCon,3.032,0,0.00000023,line,2,53.83318,3.985890006
8,sadect,S AH D EH K T,56,control,natural,NatCon,3.032,0,0.00000023,line,2,110.6909,4.706741632
9,sadect,S AH D EH K T,72,control,natural,NatCon,3.032,0,0.00000023,line,1,54.04713,3.989856444
10,sadect,S AH D EH K T,15,control,natural,NatCon,3.032,0,0.00000023,line,1,121.9313,4.803457771
11,sadect,S AH D EH K T,40,control,natural,NatCon,3.032,0,0.00000023,line,1,182.2261,5.205248224
12,sadect,S AH D EH K T,10,control,natural,NatCon,3.032,0,0.00000023,line,2,362.0952,5.891907161
13,sadect,S AH D EH K T,19,control,natural,NatCon,3.032,0,0.00000023,line,2,261.1133,5.564954413
14,sadect,S AH D EH K T,64,control,natural,NatCon,3.032,0,0.00000023,line,2,40.81295,3.708999433
15,sadect,S AH D EH K T,16,control,natural,NatCon,3.032,0,0.00000023,line,2,26.25,3.267665989
16,sadect,S AH D EH K T,79,control,natural,NatCon,3.032,0,0.00000023,line,2,480.6417,6.175122086
17,sadect,S AH D EH K T,54,control,natural,NatCon,3.032,0,0.00000023,line,2,99.54948,4.600654807
18,sadect,S AH D EH K T,39,control,natural,NatCon,3.032,0,0.00000023,line,2,619.2211,6.428462398
19,sadect,S AH D EH K T,56,control,natural,NatCon,3.032,0,0.00000023,line,1,23.44043,3.154462309
20,sadect,S AH D EH K T,53,control,natural,NatCon,3.032,0,0.00000023,line,2,74.66211,4.312972735
21,sadect,S AH D EH K T,78,control,natural,NatCon,3.032,0,0.00000023,line,2,175.808,5.16939249
22,sadect,S AH D EH K T,38,control,natural,NatCon,3.032,0,0.00000023,line,2,37.76514,3.631386455
23,sadect,S AH D EH K T,20,control,natural,NatCon,3.032,0,0.00000023,line,2,148.4575,5.000298722
24,sadect,S AH D EH K T,11,control,natural,NatCon,3.032,0,0.00000023,line,2,453.8328,6.117728848
25,sadect,S AH D EH K T,24,control,natural,NatCon,3.032,0,0.00000023,line,2,72.93741,4.289601676
26,sadect,S AH D EH K T,50,control,natural,NatCon,3.032,0,0.00000023,line,1,156.2695,5.051582081
27,sadect,S AH D EH K T,72,control,natural,NatCon,3.032,0,0.00000023,line,2,494.666,6.203882787
28,sadect,S AH D EH K T,6,control,natural,NatCon,3.032,0,0.00000023,line,2,272.8214,5.608817369
29,sadect,S AH D EH K T,34,control,natural,NatCon,3.032,0,0.00000023,line,2,70.15496,4.25070651
1,shapent,SH AH P EH N T,77,control,natural,NatCon,3.015,0,0.00000051,line,2,185.8865,5.225136272
2,shapent,SH AH P EH N T,46,control,natural,NatCon,3.015,0,0.00000051,line,1,126.3179,4.838801745
3,shapent,SH AH P EH N T,29,control,natural,NatCon,3.015,0,0.00000051,line,2,184.4382,5.217314448
4,shapent,SH AH P EH N T,47,control,natural,NatCon,3.015,0,0.00000051,line,1,165.3853,5.108277903
5,shapent,SH AH P EH N T,20,control,natural,NatCon,3.015,0,0.00000051,line,2,130.2311,4.869310565
6,shapent,SH AH P EH N T,13,control,natural,NatCon,3.015,0,0.00000051,line,1,205.7549,5.326685655
7,shapent,SH AH P EH N T,63,control,natural,NatCon,3.015,0,0.00000051,line,2,48.62494,3.884136568
8,shapent,SH AH P EH N T,15,control,natural,NatCon,3.015,0,0.00000051,line,2,45.58326,3.819540544
9,shapent,SH AH P EH N T,62,control,natural,NatCon,3.015,0,0.00000051,line,1,586.6911,6.374498446
10,shapent,SH AH P EH N T,60,control,natural,NatCon,3.015,0,0.00000051,line,1,81.06171,4.395210716
11,shapent,SH AH P EH N T,67,control,natural,NatCon,3.015,0,0.00000051,line,1,165.9319,5.111577463
12,shapent,SH AH P EH N T,6,control,natural,NatCon,3.015,0,0.00000051,line,2,90.52718,4.505650137
13,shapent,SH AH P EH N T,56,control,natural,NatCon,3.015,0,0.00000051,line,2,296.9578,5.693590041
14,shapent,SH AH P EH N T,58,control,natural,NatCon,3.015,0,0.00000051,line,2,14.75879,2.691838837
15,shapent,SH AH P EH N T,67,control,natural,NatCon,3.015,0,0.00000051,line,2,33.75,3.518980417
16,shapent,SH AH P EH N T,33,control,natural,NatCon,3.015,0,0.00000051,line,2,318.4052,5.763324785
17,shapent,SH AH P EH N T,43,control,natural,NatCon,3.015,0,0.00000051,line,2,93.37906,4.536667123
18,shapent,SH AH P EH N T,25,control,natural,NatCon,3.015,0,0.00000051,line,2,672.6129,6.511169978
19,shapent,SH AH P EH N T,42,control,natural,NatCon,3.015,0,0.00000051,line,1,451.2358,6.111990041
20,shapent,SH AH P EH N T,30,control,natural,NatCon,3.015,0,0.00000051,line,2,182.3145,5.205733218
21,shapent,SH AH P EH N T,37,control,natural,NatCon,3.015,0,0.00000051,line,2,52.09391,3.953048051
22,shapent,SH AH P EH N T,73,control,natural,NatCon,3.015,0,0.00000051,line,2,104.1817,4.64613649
23,shapent,SH AH P EH N T,13,control,natural,NatCon,3.015,0,0.00000051,line,2,25.3938,3.23450505
24,shapent,SH AH P EH N T,55,control,natural,NatCon,3.015,0,0.00000051,line,2,245.4734,5.503188591
25,shapent,SH AH P EH N T,41,control,natural,NatCon,3.015,0,0.00000051,line,2,27.99829,3.332143437
26,shapent,SH AH P EH N T,5,control,natural,NatCon,3.015,0,0.00000051,line,1,382.8609,5.947671738
27,shapent,SH AH P EH N T,80,control,natural,NatCon,3.015,0,0.00000051,line,2,81.80035,4.404281522
28,shapent,SH AH P EH N T,12,control,natural,NatCon,3.015,0,0.00000051,line,2,187.5336,5.233958029
29,shapent,SH AH P EH N T,48,control,natural,NatCon,3.015,0,0.00000051,line,2,48.2515,3.876426915
1,smit,S M IH T,19,control,natural,NatCon,4.273,0,0.0000278,line,2,360.3048,5.88695034
2,smit,S M IH T,57,control,natural,NatCon,4.273,0,0.0000278,line,1,319.7041,5.767395881
3,smit,S M IH T,54,control,natural,NatCon,4.273,0,0.0000278,line,2,291.7286,5.675823918
4,smit,S M IH T,69,control,natural,NatCon,4.273,0,0.0000278,line,1,514.3876,6.242977067
5,smit,S M IH T,30,control,natural,NatCon,4.273,0,0.0000278,line,2,265.0079,5.579759637
6,smit,S M IH T,26,control,natural,NatCon,4.273,0,0.0000278,line,1,136.7498,4.918152979
7,smit,S M IH T,33,control,natural,NatCon,4.273,0,0.0000278,line,2,181.4463,5.200959742
8,smit,S M IH T,42,control,natural,NatCon,4.273,0,0.0000278,line,2,349.0117,5.855105446
9,smit,S M IH T,26,control,natural,NatCon,4.273,0,0.0000278,line,1,594.4767,6.387681523
10,smit,S M IH T,58,control,natural,NatCon,4.273,0,0.0000278,line,1,447.5875,6.103872049
11,smit,S M IH T,10,control,natural,NatCon,4.273,0,0.0000278,line,1,206.8174,5.331836278
12,smit,S M IH T,67,control,natural,NatCon,4.273,0,0.0000278,line,2,557.3922,6.323269121
13,smit,S M IH T,77,control,natural,NatCon,4.273,0,0.0000278,line,2,179.0695,5.187773999
14,smit,S M IH T,31,control,natural,NatCon,4.273,0,0.0000278,line,2,369.0065,5.910814259
15,smit,S M IH T,45,control,natural,NatCon,4.273,0,0.0000278,line,2,96.75,4.572130332
16,smit,S M IH T,41,control,natural,NatCon,4.273,0,0.0000278,line,2,583.4095,6.368889341
17,smit,S M IH T,71,control,natural,NatCon,4.273,0,0.0000278,line,2,83.35804,4.423145065
18,smit,S M IH T,18,control,natural,NatCon,4.273,0,0.0000278,line,2,683.0284,6.52653644
19,smit,S M IH T,29,control,natural,NatCon,4.273,0,0.0000278,line,1,561.9225,6.33136394
20,smit,S M IH T,26,control,natural,NatCon,4.273,0,0.0000278,line,2,422.7968,6.046891685
21,smit,S M IH T,38,control,natural,NatCon,4.273,0,0.0000278,line,2,439.5124,6.085665931
22,smit,S M IH T,65,control,natural,NatCon,4.273,0,0.0000278,line,2,138.0381,4.927529734
23,smit,S M IH T,24,control,natural,NatCon,4.273,0,0.0000278,line,2,246.146,5.505924856
24,smit,S M IH T,17,control,natural,NatCon,4.273,0,0.0000278,line,2,483.8199,6.18171273
25,smit,S M IH T,47,control,natural,NatCon,4.273,0,0.0000278,line,2,83.99487,4.430755726
26,smit,S M IH T,21,control,natural,NatCon,4.273,0,0.0000278,line,1,102.2263,4.627188983
27,smit,S M IH T,40,control,natural,NatCon,4.273,0,0.0000278,line,2,134.2849,4.899963662
28,smit,S M IH T,9,control,natural,NatCon,4.273,0,0.0000278,line,2,28.06635,3.33457135
29,smit,S M IH T,24,control,natural,NatCon,4.273,0,0.0000278,line,2,240.7884,5.48391854
1,sneck,S N EH K,65,control,natural,NatCon,4.21,0,0.0000119,line,2,85.08451,4.443644998
2,sneck,S N EH K,53,control,natural,NatCon,4.21,0,0.0000119,line,1,15.62695,2.748996988
3,sneck,S N EH K,68,control,natural,NatCon,4.21,0,0.0000119,line,2,301.012,5.707150131
4,sneck,S N EH K,43,control,natural,NatCon,4.21,0,0.0000119,line,1,479.2266,6.172173554
5,sneck,S N EH K,15,control,natural,NatCon,4.21,0,0.0000119,line,2,91.15723,4.512585818
6,sneck,S N EH K,2,control,natural,NatCon,4.21,0,0.0000119,line,1,58.60107,4.070752956
7,sneck,S N EH K,41,control,natural,NatCon,4.21,0,0.0000119,line,2,103.3261,4.637890006
8,sneck,S N EH K,40,control,natural,NatCon,4.21,0,0.0000119,line,2,109.3887,4.694907594
9,sneck,S N EH K,7,control,natural,NatCon,4.21,0,0.0000119,line,1,433.6523,6.072243061
10,sneck,S N EH K,77,control,natural,NatCon,4.21,0,0.0000119,line,1,125.018,4.828457727
11,sneck,S N EH K,16,control,natural,NatCon,4.21,0,0.0000119,line,1,161.3317,5.083462494
12,sneck,S N EH K,66,control,natural,NatCon,4.21,0,0.0000119,line,2,22.7986,3.126699131
13,sneck,S N EH K,37,control,natural,NatCon,4.21,0,0.0000119,line,2,218.1418,5.38514531
14,sneck,S N EH K,40,control,natural,NatCon,4.21,0,0.0000119,line,2,114.6831,4.742172672
15,sneck,S N EH K,54,control,natural,NatCon,4.21,0,0.0000119,line,2,42,3.737669618
16,sneck,S N EH K,2,control,natural,NatCon,4.21,0,0.0000119,line,2,46.22974,3.833623314
17,sneck,S N EH K,16,control,natural,NatCon,4.21,0,0.0000119,line,2,84.88715,4.441322727
18,sneck,S N EH K,43,control,natural,NatCon,4.21,0,0.0000119,line,2,465.5694,6.143261173
19,sneck,S N EH K,64,control,natural,NatCon,4.21,0,0.0000119,line,1,289.7527,5.669027801
20,sneck,S N EH K,61,control,natural,NatCon,4.21,0,0.0000119,line,2,197.0732,5.283575233
21,sneck,S N EH K,22,control,natural,NatCon,4.21,0,0.0000119,line,2,195.376,5.274925907
22,sneck,S N EH K,56,control,natural,NatCon,4.21,0,0.0000119,line,2,106.151,4.664862609
23,sneck,S N EH K,66,control,natural,NatCon,4.21,0,0.0000119,line,2,190.3163,5.248687425
24,sneck,S N EH K,77,control,natural,NatCon,4.21,0,0.0000119,line,2,187.528,5.233928168
25,sneck,S N EH K,16,control,natural,NatCon,4.21,0,0.0000119,line,2,134.784,4.903673497
26,sneck,S N EH K,3,control,natural,NatCon,4.21,0,0.0000119,line,1,123.7134,4.8179676
27,sneck,S N EH K,14,control,natural,NatCon,4.21,0,0.0000119,line,2,208.3722,5.339325904
28,sneck,S N EH K,20,control,natural,NatCon,4.21,0,0.0000119,line,2,81.45547,4.400056491
29,sneck,S N EH K,5,control,natural,NatCon,4.21,0,0.0000119,line,2,98.13712,4.586365684
1,sping,S P IH NG,48,control,natural,NatCon,4.33,0,0.0000513,line,2,390.8127,5.968228417
2,sping,S P IH NG,64,control,natural,NatCon,4.33,0,0.0000513,line,1,260.4492,5.562407833
3,sping,S P IH NG,23,control,natural,NatCon,4.33,0,0.0000513,line,2,178.3232,5.183597634
4,sping,S P IH NG,14,control,natural,NatCon,4.33,0,0.0000513,line,1,467.5063,6.147412825
5,sping,S P IH NG,62,control,natural,NatCon,4.33,0,0.0000513,line,2,225.2886,5.417382247
6,sping,S P IH NG,39,control,natural,NatCon,4.33,0,0.0000513,line,1,130.9162,4.874557424
7,sping,S P IH NG,48,control,natural,NatCon,4.33,0,0.0000513,line,2,269.1309,5.595197878
8,sping,S P IH NG,63,control,natural,NatCon,4.33,0,0.0000513,line,2,275.425,5.618315359
9,sping,S P IH NG,14,control,natural,NatCon,4.33,0,0.0000513,line,1,454.4843,6.11916337
10,sping,S P IH NG,46,control,natural,NatCon,4.33,0,0.0000513,line,1,161.2856,5.083176707
11,sping,S P IH NG,75,control,natural,NatCon,4.33,0,0.0000513,line,1,300.2077,5.704474568
12,sping,S P IH NG,39,control,natural,NatCon,4.33,0,0.0000513,line,2,487.7124,6.189725888
13,sping,S P IH NG,54,control,natural,NatCon,4.33,0,0.0000513,line,2,314.5167,5.751037175
14,sping,S P IH NG,11,control,natural,NatCon,4.33,0,0.0000513,line,2,241.4495,5.486660341
15,sping,S P IH NG,64,control,natural,NatCon,4.33,0,0.0000513,line,2,63.00446,4.143205518
16,sping,S P IH NG,50,control,natural,NatCon,4.33,0,0.0000513,line,2,591.2211,6.382190059
17,sping,S P IH NG,74,control,natural,NatCon,4.33,0,0.0000513,line,2,169.7761,5.13448051
18,sping,S P IH NG,74,control,natural,NatCon,4.33,0,0.0000513,line,2,608.1991,6.410502295
19,sping,S P IH NG,14,control,natural,NatCon,4.33,0,0.0000513,line,1,281.2881,5.639379411
20,sping,S P IH NG,1,control,natural,NatCon,4.33,0,0.0000513,line,2,237.8785,5.471760039
21,sping,S P IH NG,58,control,natural,NatCon,4.33,0,0.0000513,line,2,502.0197,6.218639362
22,sping,S P IH NG,80,control,natural,NatCon,4.33,0,0.0000513,line,2,127.0107,4.844271335
23,sping,S P IH NG,9,control,natural,NatCon,4.33,0,0.0000513,line,2,342.4907,5.836244504
24,sping,S P IH NG,75,control,natural,NatCon,4.33,0,0.0000513,line,2,438.2102,6.082698704
25,sping,S P IH NG,71,control,natural,NatCon,4.33,0,0.0000513,line,2,108.7395,4.688955114
26,sping,S P IH NG,76,control,natural,NatCon,4.33,0,0.0000513,line,1,259.1478,5.557398555
27,sping,S P IH NG,31,control,natural,NatCon,4.33,0,0.0000513,line,2,295.5616,5.688877275
28,sping,S P IH NG,71,control,natural,NatCon,4.33,0,0.0000513,line,2,361.3827,5.889937508
29,sping,S P IH NG,78,control,natural,NatCon,4.33,0,0.0000513,line,2,119.8853,4.786535452
1,stice,S T AY S,18,control,natural,NatCon,4.33,0,0.0000186,line,2,63.66668,4.153661349
2,stice,S T AY S,71,control,natural,NatCon,4.33,0,0.0000186,line,1,399.7901,5.990939659
3,stice,S T AY S,77,control,natural,NatCon,4.33,0,0.0000186,line,2,353.4468,5.867732979
4,stice,S T AY S,50,control,natural,NatCon,4.33,0,0.0000186,line,1,611.4045,6.41575877
5,stice,S T AY S,46,control,natural,NatCon,4.33,0,0.0000186,line,2,72.2776,4.280514261
6,stice,S T AY S,31,control,natural,NatCon,4.33,0,0.0000186,line,1,151.7466,5.022212024
7,stice,S T AY S,69,control,natural,NatCon,4.33,0,0.0000186,line,2,146.73,4.988594163
8,stice,S T AY S,64,control,natural,NatCon,4.33,0,0.0000186,line,2,334.6798,5.813174254
9,stice,S T AY S,77,control,natural,NatCon,4.33,0,0.0000186,line,1,533.3592,6.279195118
10,stice,S T AY S,42,control,natural,NatCon,4.33,0,0.0000186,line,1,398.9696,5.988885224
11,stice,S T AY S,63,control,natural,NatCon,4.33,0,0.0000186,line,1,205.448,5.325192961
12,stice,S T AY S,16,control,natural,NatCon,4.33,0,0.0000186,line,2,509.2598,6.232958299
13,stice,S T AY S,69,control,natural,NatCon,4.33,0,0.0000186,line,2,308.6763,5.732293155
14,stice,S T AY S,15,control,natural,NatCon,4.33,0,0.0000186,line,2,157.1976,5.057503613
15,stice,S T AY S,66,control,natural,NatCon,4.33,0,0.0000186,line,2,42.75658,3.755523102
16,stice,S T AY S,24,control,natural,NatCon,4.33,0,0.0000186,line,2,473.3665,6.15986993
17,stice,S T AY S,64,control,natural,NatCon,4.33,0,0.0000186,line,2,227.6519,5.427817708
18,stice,S T AY S,17,control,natural,NatCon,4.33,0,0.0000186,line,2,440.1611,6.087140796
19,stice,S T AY S,59,control,natural,NatCon,4.33,0,0.0000186,line,1,481.8469,6.177626429
20,stice,S T AY S,55,control,natural,NatCon,4.33,0,0.0000186,line,2,171.8965,5.146892552
21,stice,S T AY S,44,control,natural,NatCon,4.33,0,0.0000186,line,2,314.4985,5.750979307
22,stice,S T AY S,47,control,natural,NatCon,4.33,0,0.0000186,line,2,118.5044,4.774950091
23,stice,S T AY S,15,control,natural,NatCon,4.33,0,0.0000186,line,2,401.1002,5.994211271
24,stice,S T AY S,5,control,natural,NatCon,4.33,0,0.0000186,line,2,310.6028,5.738514925
25,stice,S T AY S,48,control,natural,NatCon,4.33,0,0.0000186,line,2,44.27637,3.790451126
26,stice,S T AY S,28,control,natural,NatCon,4.33,0,0.0000186,line,1,417.3699,6.033972879
27,stice,S T AY S,34,control,natural,NatCon,4.33,0,0.0000186,line,2,226.1138,5.421038412
28,stice,S T AY S,35,control,natural,NatCon,4.33,0,0.0000186,line,2,100.9262,4.614389557
29,stice,S T AY S,27,control,natural,NatCon,4.33,0,0.0000186,line,2,228.4328,5.431242075
1,tibe,T AY B,12,control,natural,NatCon,4.648,0,0.0000254,line,2,300.6306,5.705882269
2,tibe,T AY B,70,control,natural,NatCon,4.648,0,0.0000254,line,1,118.5044,4.774950091
3,tibe,T AY B,16,control,natural,NatCon,4.648,0,0.0000254,line,2,290.9325,5.673091282
4,tibe,T AY B,66,control,natural,NatCon,4.648,0,0.0000254,line,1,282.5874,5.643987883
5,tibe,T AY B,13,control,natural,NatCon,4.648,0,0.0000254,line,2,212.2661,5.357840676
6,tibe,T AY B,16,control,natural,NatCon,4.648,0,0.0000254,line,1,128.9224,4.859210673
7,tibe,T AY B,72,control,natural,NatCon,4.648,0,0.0000254,line,2,244.8238,5.500538768
8,tibe,T AY B,52,control,natural,NatCon,4.648,0,0.0000254,line,2,324.9267,5.783599618
9,tibe,T AY B,49,control,natural,NatCon,4.648,0,0.0000254,line,1,632.9573,6.450402963
10,tibe,T AY B,16,control,natural,NatCon,4.648,0,0.0000254,line,1,327.974,5.792934337
11,tibe,T AY B,26,control,natural,NatCon,4.648,0,0.0000254,line,1,239.9991,5.480635173
12,tibe,T AY B,47,control,natural,NatCon,4.648,0,0.0000254,line,2,625.7377,6.438931274
13,tibe,T AY B,48,control,natural,NatCon,4.648,0,0.0000254,line,2,321.6653,5.773511564
14,tibe,T AY B,57,control,natural,NatCon,4.648,0,0.0000254,line,2,459.2588,6.129613886
15,tibe,T AY B,41,control,natural,NatCon,4.648,0,0.0000254,line,2,69.75,4.244917421
16,tibe,T AY B,4,control,natural,NatCon,4.648,0,0.0000254,line,2,326.8638,5.78954357
17,tibe,T AY B,33,control,natural,NatCon,4.648,0,0.0000254,line,2,252.3652,5.530877245
18,tibe,T AY B,22,control,natural,NatCon,4.648,0,0.0000254,line,2,433.0047,6.070748582
19,tibe,T AY B,79,control,natural,NatCon,4.648,0,0.0000254,line,1,479.3398,6.17240974
20,tibe,T AY B,75,control,natural,NatCon,4.648,0,0.0000254,line,2,153.665,5.034774908
21,tibe,T AY B,34,control,natural,NatCon,4.648,0,0.0000254,line,2,505.2866,6.225125793
22,tibe,T AY B,36,control,natural,NatCon,4.648,0,0.0000254,line,2,175.8044,5.169372013
23,tibe,T AY B,18,control,natural,NatCon,4.648,0,0.0000254,line,2,445.3758,6.09891842
24,tibe,T AY B,30,control,natural,NatCon,4.648,0,0.0000254,line,2,235.8153,5.463048871
25,tibe,T AY B,45,control,natural,NatCon,4.648,0,0.0000254,line,2,14.32471,2.661986018
26,tibe,T AY B,19,control,natural,NatCon,4.648,0,0.0000254,line,1,171.2454,5.143097615
27,tibe,T AY B,32,control,natural,NatCon,4.648,0,0.0000254,line,2,76.40234,4.336013324
28,tibe,T AY B,40,control,natural,NatCon,4.648,0,0.0000254,line,2,121.1106,4.796704178
29,tibe,T AY B,6,control,natural,NatCon,4.648,0,0.0000254,line,2,112.8647,4.726189756
1,tilse,T IH L S,39,control,natural,NatCon,3.015,0,0.0000419,line,2,92.99492,4.532544868
2,tilse,T IH L S,30,control,natural,NatCon,3.015,0,0.0000419,line,1,93.76172,4.54075667
3,tilse,T IH L S,21,control,natural,NatCon,3.015,0,0.0000419,line,2,159.772,5.073747799
4,tilse,T IH L S,54,control,natural,NatCon,3.015,0,0.0000419,line,1,214.8706,5.370035986
5,tilse,T IH L S,67,control,natural,NatCon,3.015,0,0.0000419,line,2,98.9707,4.594823847
6,tilse,T IH L S,27,control,natural,NatCon,3.015,0,0.0000419,line,1,169.9444,5.135471325
7,tilse,T IH L S,16,control,natural,NatCon,3.015,0,0.0000419,line,2,116.3372,4.756492871
8,tilse,T IH L S,39,control,natural,NatCon,3.015,0,0.0000419,line,2,78.13477,4.358435156
9,tilse,T IH L S,18,control,natural,NatCon,3.015,0,0.0000419,line,1,105.4819,4.658539374
10,tilse,T IH L S,12,control,natural,NatCon,3.015,0,0.0000419,line,1,233.0538,5.451269328
11,tilse,T IH L S,35,control,natural,NatCon,3.015,0,0.0000419,line,1,92.76159,4.530032653
12,tilse,T IH L S,35,control,natural,NatCon,3.015,0,0.0000419,line,2,44.3529,3.792178096
13,tilse,T IH L S,40,control,natural,NatCon,3.015,0,0.0000419,line,2,52.74097,3.965392573
14,tilse,T IH L S,16,control,natural,NatCon,3.015,0,0.0000419,line,2,138.0627,4.92770793
15,tilse,T IH L S,39,control,natural,NatCon,3.015,0,0.0000419,line,2,88.5,4.483002552
16,tilse,T IH L S,8,control,natural,NatCon,3.015,0,0.0000419,line,2,98.97926,4.594910333
17,tilse,T IH L S,78,control,natural,NatCon,3.015,0,0.0000419,line,2,79.51894,4.375995232
18,tilse,T IH L S,75,control,natural,NatCon,3.015,0,0.0000419,line,2,201.8492,5.307520884
19,tilse,T IH L S,13,control,natural,NatCon,3.015,0,0.0000419,line,1,115.2488,4.74709327
20,tilse,T IH L S,20,control,natural,NatCon,3.015,0,0.0000419,line,2,160.6104,5.078981557
21,tilse,T IH L S,20,control,natural,NatCon,3.015,0,0.0000419,line,2,121.1246,4.796819768
22,tilse,T IH L S,21,control,natural,NatCon,3.015,0,0.0000419,line,2,92.46176,4.526795154
23,tilse,T IH L S,47,control,natural,NatCon,3.015,0,0.0000419,line,2,190.2182,5.248171834
24,tilse,T IH L S,72,control,natural,NatCon,3.015,0,0.0000419,line,2,111.9932,4.718438155
25,tilse,T IH L S,22,control,natural,NatCon,3.015,0,0.0000419,line,2,54.69434,4.001760231
26,tilse,T IH L S,39,control,natural,NatCon,3.015,0,0.0000419,line,1,383.512,5.949370911
27,tilse,T IH L S,1,control,natural,NatCon,3.015,0,0.0000419,line,2,120.3953,4.790780496
28,tilse,T IH L S,72,control,natural,NatCon,3.015,0,0.0000419,line,2,587.9698,6.376675586
29,tilse,T IH L S,40,control,natural,NatCon,3.015,0,0.0000419,line,2,127.9151,4.851366763
1,treft,T R EH F T,58,control,natural,NatCon,2.676,0,0.000000634,line,2,168.5044,5.126961862
2,treft,T R EH F T,16,control,natural,NatCon,2.676,0,0.000000634,line,1,110.0398,4.700842119
3,treft,T R EH F T,61,control,natural,NatCon,2.676,0,0.000000634,line,2,182.1477,5.204817896
4,treft,T R EH F T,8,control,natural,NatCon,2.676,0,0.000000634,line,1,404.3474,6.002274409
